,Label,Is match?,Shape similarity,Ratio area,Distance
173,0,False,0.086252,1.0,0.158638
174,1,True,0.164041,0.136786,0.021813
175,0,False,0.31603,1.0,0.105804
176,0,False,0.886504,1.0,0.26559
177,1,True,0.000683,0.029175,0.02996
178,0,False,0.490374,1.0,0.057844
179,0,False,0.026579,1.0,0.175543
180,1,True,0.002673,0.0,0.02996
181,0,False,0.030459,1.0,0.195924
182,0,False,0.84728,1.0,0.19465
183,1,True,0.011026,0.00244,0.029964
184,0,False,0.112179,1.0,0.156922
185,0,False,0.112179,1.0,0.154612
186,1,True,0.0,0.0,0.0
187,0,False,0.382898,1.0,0.074559
188,0,False,0.123168,1.0,0.035888
189,1,True,0.000231,7.7e-05,0.010895
190,0,False,0.085949,1.0,0.014333
191,0,False,0.085949,1.0,0.209269
192,1,True,0.049864,0.030413,0.009124
193,0,False,0.42236,1.0,0.105363
194,0,False,0.516719,1.0,0.11653
195,1,True,0.000612,0.0,0.010895
196,0,False,0.201171,1.0,0.225856
197,0,False,0.027262,1.0,0.012265
198,1,True,0.001853,0.001883,0.010895
199,0,False,0.365148,1.0,0.181969
200,0,False,0.578089,1.0,0.10575
201,1,True,0.004296,0.004412,0.011349
202,0,False,0.008986,1.0,0.050535
203,0,False,0.539423,1.0,0.050134
204,1,True,0.091974,0.999927,0.03548
205,0,False,0.999963,1.0,0.031217
206,0,False,0.393962,1.0,0.03677
207,1,True,0.001726,0.000482,0.01498
208,0,False,0.173642,1.0,0.039973
209,0,False,0.236498,1.0,0.046712
210,1,True,0.041236,0.021273,0.012719
211,0,False,0.532021,1.0,0.121217
212,0,False,0.382898,1.0,0.074559
213,1,True,0.000185,0.007843,0.01498
214,0,False,0.545299,1.0,0.090448
215,0,False,0.414407,1.0,0.049545
216,1,True,0.001923,0.029005,0.01498
217,0,False,0.998958,0.152926,0.023644
218,0,False,0.772488,0.999982,0.026411
219,1,True,0.007805,0.009804,0.014526
220,0,False,0.011392,1.0,0.054413
221,0,False,0.12111,1.0,0.078191
222,1,True,0.000167,7e-05,0.004993
223,0,False,0.133094,1.0,0.161763
224,0,False,0.084362,1.0,0.183611
225,1,True,0.002833,0.000906,0.004993
226,0,False,0.999997,1.0,0.02215
227,0,False,0.652453,1.0,0.081756
228,1,True,0.000546,0.000522,0.004993
229,0,False,0.397072,1.0,0.218352
230,0,False,0.403863,1.0,0.054174
231,1,True,0.000133,0.025485,0.004993
232,0,False,0.087932,1.0,0.168021
233,0,False,0.142734,0.995602,0.098509
234,1,True,0.024453,0.034802,0.004993
235,0,False,0.027719,1.0,0.095035
236,0,False,0.027719,1.0,0.039639
237,1,True,0.008251,0.004854,0.004993
238,0,False,0.39951,0.994413,0.097352
239,0,False,0.995339,1.0,0.075961
240,1,True,0.110508,0.013694,0.000454
241,0,False,0.133131,1.0,0.186223
242,0,False,0.133131,1.0,0.151731
243,1,True,0.109544,0.06408,0.004539
244,0,False,0.085698,1.0,0.09753
245,0,False,0.155441,1.0,0.161911
246,1,True,0.21293,0.009422,0.001637
247,0,False,0.399293,1.0,0.184139
248,0,False,0.66312,1.0,0.102692
249,1,True,0.039719,0.282715,0.005075
250,0,False,0.345104,1.0,0.076899
251,0,False,0.027925,1.0,0.096272
252,1,True,0.040423,0.011342,0.004086
253,0,False,0.657237,1.0,0.09765
254,0,False,0.670073,1.0,0.140932
255,1,True,0.36443,0.429923,0.00773
256,0,False,0.115137,1.0,0.097039
257,0,False,0.115137,1.0,0.050975
258,1,True,0.186812,0.113415,0.00609
259,0,False,0.1379,0.999826,0.021571
260,0,False,0.139514,0.999914,0.030046
261,1,True,0.201212,0.330037,0.005466
262,0,False,0.110372,1.0,0.088927
263,0,False,0.110372,1.0,0.089613
264,1,True,0.634779,0.070847,0.012983
265,0,False,0.484459,1.0,0.076738
266,0,False,0.493258,1.0,0.19066
267,1,True,0.364601,0.215812,0.017088
268,0,False,0.024649,1.0,0.092063
269,0,False,0.024649,1.0,0.136586
270,1,True,0.238872,0.231993,0.014533
271,0,False,0.999859,0.999999,0.107903
272,0,False,0.077648,1.0,0.029632
273,1,True,1.0,1.0,0.074697
274,0,False,0.157618,1.0,0.090376
275,0,False,0.139514,0.999914,0.030046
276,1,True,0.077715,0.134324,0.016273
277,0,False,0.234416,0.999705,0.024517
278,0,False,0.373508,1.0,0.157466
279,1,True,0.170388,0.125112,0.012198
280,0,False,0.19561,1.0,0.07907
281,0,False,0.315891,1.0,0.082244
282,1,True,0.885838,0.050031,0.01771
283,0,False,0.84861,1.0,0.126155
284,0,False,0.890269,1.0,0.128756
285,1,True,0.029677,0.306912,0.027616
286,0,False,0.964473,1.0,0.089348
287,0,False,0.431247,1.0,0.079548
288,1,True,0.255723,0.560133,0.022986
289,0,False,0.02618,1.0,0.072159
290,0,False,1.0,0.995174,0.01612
291,1,True,1.0,0.117948,0.020102
292,0,False,1.0,1.0,0.054694
293,0,False,1.0,0.997984,0.09155
294,1,True,0.999976,0.066866,0.001362
295,0,False,0.644283,1.0,0.120568
296,0,False,0.72652,1.0,0.109447
297,1,True,0.022233,0.01331,0.001284
298,0,False,0.289759,0.998929,0.011715
299,0,False,0.204366,1.0,0.197847
300,1,True,0.175616,0.059295,0.00491
301,0,False,1.0,1.0,0.003178
302,0,False,0.025493,1.0,0.137852
303,1,True,0.364023,0.064924,0.002647
304,0,False,0.975178,1.0,0.188249
305,0,False,0.905687,1.0,0.148895
306,1,True,0.230636,0.18511,0.006809
307,0,False,0.107394,1.0,0.083804
308,0,False,0.107394,1.0,0.127889
309,1,True,0.41678,0.039901,0.004111
310,0,False,0.083903,1.0,0.056319
311,0,False,0.16892,1.0,0.075012
312,1,True,1.0,0.32231,0.006323
313,0,False,1.0,1.0,0.116678
314,0,False,1.0,1.0,0.072882
315,1,True,0.998052,0.011414,0.007062
316,0,False,1.0,0.999994,0.173638
317,0,False,0.999075,1.0,0.249391
318,1,True,0.095952,0.127945,0.011985
319,0,False,0.820674,0.818697,0.03144
320,0,False,1.0,1.0,0.052401
321,1,True,0.19729,0.099239,0.010685
322,0,False,0.932078,1.0,0.085867
323,0,False,0.497418,1.0,0.18823
324,1,True,0.692162,0.073941,0.013196
325,0,False,0.894827,1.0,0.172416
326,0,False,1.0,1.0,0.066786
327,1,True,0.257519,0.023862,0.032329
328,0,False,0.914519,1.0,0.06223
329,0,False,0.011431,1.0,0.107209
330,1,True,0.34341,0.1502,0.023434
331,0,False,0.281693,1.0,0.075764
332,0,False,0.316415,1.0,0.093681
333,1,True,1.0,0.1704,0.023509
334,0,False,1.0,0.945252,0.039095
335,0,False,1.0,1.0,0.084304
336,1,True,0.984546,0.989269,0.002647
337,0,False,0.989861,1.0,0.215911
338,0,False,0.959947,1.0,0.128649
339,1,True,0.192729,0.185786,0.013235
340,0,False,0.198017,1.0,0.159753
341,0,False,0.250708,0.999728,0.021355
342,1,True,0.583024,0.143182,0.011671
343,0,False,0.097734,0.995021,0.060774
344,0,False,0.480936,1.0,0.089882
345,1,True,0.41192,0.13784,0.011239
346,0,False,0.793264,0.951553,0.079694
347,0,False,0.53605,1.0,0.176646
348,1,True,0.999978,0.516241,0.026601
349,0,False,0.148535,1.0,0.078695
350,0,False,0.767926,1.0,0.129294
351,1,True,1.0,0.806772,0.015008
352,0,False,0.337406,1.0,0.083749
353,0,False,0.48106,1.0,0.044192
354,1,True,1.0,0.470892,0.012999
355,0,False,1.0,1.0,0.114863
356,0,False,1.0,1.0,0.098573
357,1,True,0.021825,0.00413,0.003879
358,0,False,1.0,1.0,0.036341
359,0,False,0.121067,1.0,0.160675
360,1,True,0.227701,0.096379,0.00642
361,0,False,0.395012,1.0,0.143438
362,0,False,0.664886,0.892676,0.07466
363,1,True,0.078188,0.027122,0.005176
364,0,False,0.545118,1.0,0.089218
365,0,False,1.0,1.0,0.073337
366,1,True,1.0,0.06976,0.00366
367,0,False,0.999977,1.0,0.107485
368,0,False,0.999029,1.0,0.149957
369,1,True,1.0,0.151291,0.007941
370,0,False,0.999998,1.0,0.038395
371,0,False,1.0,0.118029,0.08253
372,1,True,0.964258,0.038528,0.00366
373,0,False,0.999973,1.0,0.134341
374,0,False,1.0,1.0,0.043789
375,1,True,6.3e-05,3.9e-05,0.0
376,0,False,0.695659,0.996595,0.048302
377,0,False,0.800431,0.709292,0.020097
378,1,True,0.000148,2.9e-05,0.0
379,0,False,0.582846,1.0,0.043132
380,0,False,0.491826,1.0,0.092179
381,1,True,9e-05,7e-06,0.0
382,0,False,0.556095,1.0,0.16244
383,0,False,1.0,1.0,0.094173
384,1,True,0.138349,0.000473,0.0
385,0,False,1.0,1.0,0.108911
386,0,False,1.0,0.042095,0.088529
387,1,True,1.0,0.011483,0.0
388,0,False,1.0,1.0,0.043399
389,0,False,1.0,1.0,0.099396
390,1,True,0.0,0.0,0.0
391,0,False,0.999901,1.0,0.098108
392,0,False,0.999901,1.0,0.111731
393,1,True,0.079707,0.03838,0.000908
394,0,False,0.118643,1.0,0.162059
395,0,False,1.0,1.0,0.06636
396,1,True,0.179804,0.038372,0.004111
397,0,False,0.491843,1.0,0.114081
398,0,False,0.491843,1.0,0.113607
399,1,True,0.163901,0.038872,0.000454
400,0,False,0.556103,1.0,0.181127
401,0,False,0.556103,1.0,0.225205
402,1,True,1.0,0.039714,0.004471
403,0,False,1.0,0.862185,0.050008
404,0,False,1.0,1.0,0.081306
405,1,True,1.0,0.034954,0.005522
406,0,False,1.0,0.836622,0.040716
407,0,False,1.0,1.0,0.117856
408,1,True,0.846423,0.037951,0.00366
409,0,False,1.0,1.0,0.119677
410,0,False,1.0,1.0,0.060735
411,1,True,0.520615,0.383305,0.01284
412,0,False,0.278907,1.0,0.098672
413,0,False,0.146666,1.0,0.164402
414,1,True,0.737147,0.622815,0.004471
415,0,False,0.643356,0.329812,0.033448
416,0,False,0.443052,1.0,0.03966
417,1,True,1.0,0.968907,0.059695
418,0,False,1.0,1.0,0.115113
419,0,False,1.0,1.0,0.094449
420,1,True,1.0,0.999074,0.03498
421,0,False,1.0,0.975132,0.057163
422,0,False,1.0,1.0,0.140888
423,1,True,1.0,0.37332,0.034452
424,0,False,1.0,1.0,0.040194
425,0,False,1.0,1.0,0.031702
426,1,True,0.310309,1.0,0.010352
427,0,False,0.296517,1.0,0.166147
428,0,False,0.137604,0.999992,0.00963
429,1,True,0.057026,0.021638,0.00203
430,0,False,0.292843,1.0,0.188683
431,0,False,0.292843,1.0,0.067424
432,1,True,0.293055,0.246561,0.002724
433,0,False,0.029806,1.0,0.050763
434,0,False,0.541385,1.0,0.117151
435,1,True,0.065798,0.186742,0.002724
436,0,False,0.196287,1.0,0.165857
437,0,False,0.29004,1.0,0.025226
438,1,True,1.0,0.397196,0.00203
439,0,False,1.0,1.0,0.145753
440,0,False,1.0,1.0,0.11483
441,1,True,0.89196,0.902635,0.00203
442,0,False,0.631429,1.0,0.132132
443,0,False,0.904118,1.0,0.077359
444,1,True,0.324575,0.999999,0.00963
445,0,False,0.109213,1.0,0.195768
446,0,False,0.123168,1.0,0.148296
447,1,True,0.058092,0.00988,0.000908
448,0,False,0.312648,1.0,0.182982
449,0,False,0.312648,1.0,0.182849
450,1,True,0.049361,0.022853,0.001872
451,0,False,0.230203,1.0,0.10995
452,0,False,0.051608,1.0,0.150454
453,1,True,0.048639,0.001789,0.002315
454,0,False,0.311803,1.0,0.089187
455,0,False,0.006357,1.0,0.14505
456,1,True,1.0,0.033508,0.001362
457,0,False,1.0,1.0,0.088182
458,0,False,1.0,1.0,0.089583
459,1,True,0.028244,0.016852,0.003632
460,0,False,0.240756,1.0,0.277134
461,0,False,0.363558,1.0,0.274517
462,1,True,0.559301,0.428903,0.028613
463,0,False,0.305397,1.0,0.137219
464,0,False,0.219669,1.0,0.151359
465,1,True,0.365727,0.734887,0.030046
466,0,False,0.209072,1.0,0.227369
467,0,False,0.296942,1.0,0.168971
468,1,True,0.986115,0.442671,0.087781
469,0,False,0.182921,1.0,0.111309
470,0,False,0.343702,1.0,0.085269
471,1,True,0.930758,0.222113,0.084445
472,0,False,0.187991,1.0,0.106224
473,0,False,0.314321,1.0,0.078586
474,1,True,1.0,0.999997,0.074945
475,0,False,1.0,1.0,0.066346
476,0,False,1.0,1.0,0.101152
477,1,True,0.06421,0.045052,0.00321
478,0,False,0.56367,1.0,0.189883
479,0,False,0.999992,1.0,0.014653
480,1,True,0.092702,0.094212,0.001284
481,0,False,0.331713,0.980016,0.030015
482,0,False,0.972523,1.0,0.226741
483,1,True,0.049673,0.370968,0.003879
484,0,False,0.986159,1.0,0.061877
485,0,False,0.977559,1.0,0.02209
486,1,True,0.226096,0.699453,0.003545
487,0,False,0.860057,1.0,0.013739
488,0,False,0.939986,1.0,0.037532
489,1,True,0.984051,0.766288,0.001926
490,0,False,0.99959,1.0,0.049532
491,0,False,0.999422,1.0,0.011785
492,1,True,0.000488,0.000525,0.0
493,0,False,0.346455,1.0,0.03161
494,0,False,0.001471,1.0,0.16871
495,1,True,0.001135,0.001542,0.003178
496,0,False,0.157813,1.0,0.206276
497,0,False,0.999986,1.0,0.048138
498,1,True,0.060931,0.001214,0.003545
499,0,False,0.923676,1.0,0.186242
500,0,False,0.985318,1.0,0.149654
501,1,True,0.141768,0.00591,0.004283
502,0,False,0.900528,1.0,0.018529
503,0,False,0.949138,1.0,0.03659
504,1,True,0.221258,0.008006,0.00227
505,0,False,0.999425,1.0,0.148895
506,0,False,0.999985,1.0,0.013806
507,1,True,0.000274,7.7e-05,0.0
508,0,False,0.001491,1.0,0.168987
509,0,False,0.375216,0.964476,0.031137
510,1,True,0.000199,0.000212,0.0
511,0,False,0.30408,0.236541,0.061375
512,0,False,0.188321,1.0,0.24958
513,1,True,0.016389,0.003636,0.0
514,0,False,0.979944,1.0,0.037612
515,0,False,0.921625,1.0,0.237701
516,1,True,0.029051,0.004728,0.0
517,0,False,0.803451,1.0,0.153036
518,0,False,0.790454,1.0,0.106006
519,1,True,0.046601,0.001591,0.0
520,0,False,1.0,1.0,0.163057
521,0,False,0.996022,1.0,0.165093
522,1,True,0.288586,1.0,0.002315
523,0,False,0.256944,1.0,0.016449
524,0,False,0.189246,1.0,0.19958
525,1,True,0.19506,1.0,0.04404
526,0,False,0.268638,1.0,0.2226
527,0,False,0.262179,0.997871,0.033336
528,1,True,0.000492,0.893758,0.008184
529,0,False,1.0,1.0,0.021827
530,0,False,0.989434,1.0,0.033141
531,1,True,0.003272,0.895134,0.027421
532,0,False,0.96951,1.0,0.129447
533,0,False,0.970344,1.0,0.074576
534,1,True,0.356869,0.873798,0.039958
535,0,False,1.0,0.805861,0.075089
536,0,False,1.0,0.9975,0.089123
537,1,True,1.0,1.0,0.033742
538,0,False,0.998183,1.0,0.025939
539,0,False,0.987841,1.0,0.023169
540,1,True,0.070975,0.910532,0.009956
541,0,False,1.0,1.0,0.009045
542,0,False,1.0,1.0,0.033742
543,1,True,0.00145,0.040515,0.000642
544,0,False,0.999668,1.0,0.031718
545,0,False,1.0,1.0,0.033472
546,1,True,0.001343,0.041202,0.000454
547,0,False,0.277214,1.0,0.064013
548,0,False,0.50649,0.193651,0.100084
549,1,True,0.260548,0.023507,0.001015
550,0,False,1.0,0.531822,0.190036
551,0,False,0.997187,1.0,0.099269
552,1,True,0.898001,0.022329,0.000454
553,0,False,1.0,1.0,0.05851
554,0,False,1.0,1.0,0.044496
555,1,True,0.001442,0.041996,0.001436
556,0,False,0.934697,1.0,0.071259
557,0,False,1.0,1.0,0.02002
558,1,True,0.000874,0.00062,0.000454
559,0,False,0.557195,0.987805,0.053392
560,0,False,1.0,1.0,0.111454
561,1,True,0.001243,0.001111,0.000908
562,0,False,1.0,1.0,0.132882
563,0,False,0.970396,1.0,0.172965
564,1,True,0.128876,0.037381,0.000454
565,0,False,1.0,0.349789,0.168049
566,0,False,0.91393,0.992257,0.109098
567,1,True,0.508433,0.001491,0.000454
568,0,False,1.0,0.789806,0.064076
569,0,False,1.0,1.0,0.042082
570,1,True,0.000491,6.6e-05,0.000454
571,0,False,1.0,1.0,0.022574
572,0,False,1.0,1.0,0.010241
573,1,True,0.000142,0.002132,0.008171
574,0,False,0.835894,1.0,0.036669
575,0,False,0.993409,1.0,0.069053
576,1,True,0.001653,0.00272,0.008732
577,0,False,0.145286,1.0,0.049698
578,0,False,0.957102,1.0,0.081817
579,1,True,0.080016,0.013007,0.009799
580,0,False,0.814904,0.999965,0.142719
581,0,False,0.087592,0.984206,0.1584
582,1,True,0.340835,0.022873,0.008171
583,0,False,1.0,1.0,0.030046
584,0,False,1.0,1.0,0.029398
585,1,True,0.000852,0.00187,0.00777
586,0,False,0.942935,1.0,0.020867
587,0,False,1.0,1.0,0.034347
588,1,True,0.469895,1.0,0.019136
589,0,False,1.0,1.0,0.059091
590,0,False,0.783093,1.0,0.058566
591,1,True,0.001147,0.012644,0.039867
592,0,False,0.970746,1.0,0.134375
593,0,False,0.999915,1.0,0.101729
594,1,True,0.189423,0.0,0.0422
595,0,False,1.0,0.465267,0.188475
596,0,False,0.74807,0.99987,0.217155
597,1,True,0.065082,0.005084,0.035411
598,0,False,1.0,0.45972,0.075001
599,0,False,1.0,1.0,0.121811
600,1,True,0.002844,0.013077,0.033336
601,0,False,1.0,1.0,0.018299
602,0,False,0.369156,1.0,0.031299
603,1,True,0.0,0.0,0.0
604,0,False,1.0,1.0,0.148109
605,0,False,0.875271,1.0,0.136003
606,1,True,0.002868,0.012549,0.042511
607,0,False,0.999732,1.0,0.095851
608,0,False,1.0,1.0,0.105413
609,1,True,0.255811,0.003221,0.045761
610,0,False,1.0,0.517584,0.156938
611,0,False,0.864087,0.992614,0.14393
612,1,True,0.680033,0.001013,0.03768
613,0,False,1.0,1.0,0.081278
614,0,False,1.0,1.0,0.062881
615,1,True,0.477211,0.174892,0.027373
616,0,False,1.0,1.0,0.017345
617,0,False,0.798891,1.0,0.060108
618,1,True,0.623168,0.0717,0.004111
619,0,False,0.974342,1.0,0.074712
620,0,False,0.997723,1.0,0.048733
621,1,True,0.009692,0.003514,0.003632
622,0,False,0.579614,1.0,0.049613
623,0,False,0.47959,1.0,0.033641
624,1,True,0.757831,0.060699,0.002761
625,0,False,0.98779,1.0,0.107857
626,0,False,0.999995,1.0,0.148604
627,1,True,0.004434,0.001143,0.003178
628,0,False,0.148135,1.0,0.05421
629,0,False,0.392744,1.0,0.047465
630,1,True,0.995894,1.0,0.018832
631,0,False,0.890851,0.944975,0.055017
632,0,False,0.926022,0.97821,0.081268
633,1,True,0.001645,0.000857,0.0
634,0,False,0.955036,0.614917,0.121406
635,0,False,1.0,0.944172,0.142085
636,1,True,0.0,0.0,0.0
637,0,False,1.0,1.0,0.045657
638,0,False,0.184688,1.0,0.084293
639,1,True,0.0,0.0,0.0
640,0,False,0.335608,1.0,0.075137
641,0,False,0.906051,1.0,0.037568
642,1,True,0.0,0.0,0.0
643,0,False,0.829707,1.0,0.092593
644,0,False,1.0,1.0,0.071148
645,1,True,0.0,0.0,0.0
646,0,False,0.821048,1.0,0.082694
647,0,False,0.325357,1.0,0.054822
648,1,True,0.0,0.0,0.0
649,0,False,0.101131,1.0,0.079927
650,0,False,0.954891,0.614001,0.121406
651,1,True,0.215359,0.711497,0.01079
652,0,False,0.147124,1.0,0.031828
653,0,False,0.954891,0.614001,0.121406
654,1,True,0.104755,0.043078,0.000642
655,0,False,0.922589,1.0,0.073225
656,0,False,0.595664,0.983042,0.237351
657,1,True,0.344915,0.840216,0.008529
658,0,False,0.38403,1.0,0.046935
659,0,False,1.0,1.0,0.082496
660,1,True,0.375129,0.795325,0.007514
661,0,False,1.0,0.731126,0.066496
662,0,False,0.283279,0.999775,0.103739
663,1,True,0.173737,0.74915,0.007178
664,0,False,0.451368,1.0,0.16132
665,0,False,0.453247,0.897289,0.06762
666,1,True,0.265909,0.597052,0.005294
667,0,False,1.0,0.999985,0.071564
668,0,False,0.935437,1.0,0.055837
669,1,True,0.264661,0.599302,0.005294
670,0,False,0.48021,0.41382,0.018434
671,0,False,0.979527,1.0,0.055197
672,1,True,0.257008,0.053009,0.000908
673,0,False,0.428574,0.999995,0.240199
674,0,False,0.317044,1.0,0.079611
675,1,True,0.367812,0.794547,0.007514
676,0,False,0.432179,0.999998,0.241107
677,0,False,0.279759,1.0,0.043089
678,1,True,0.367879,0.794787,0.007514
679,0,False,0.323246,0.999832,0.111782
680,0,False,0.32298,0.999863,0.184319
681,1,True,0.477767,0.654256,0.005813
682,0,False,0.360501,1.0,0.074515
683,0,False,1.0,1.0,0.060937
684,1,True,0.260999,0.596278,0.005294
685,0,False,0.93959,1.0,0.106967
686,0,False,0.313786,1.0,0.048818
687,1,True,0.259054,0.604593,0.005688
688,0,False,0.3144,1.0,0.043182
689,0,False,0.900346,1.0,0.112117
