,Label,Is match?,Shape similarity,Ratio area,Distance
110,0,False,0.235263,1.0,0.082458
111,1,True,0.164041,0.136786,0.043626
112,0,False,0.662432,1.0,0.231528
113,0,False,0.43373,1.0,0.520108
114,1,True,0.000683,0.029175,0.059921
115,0,False,0.999384,0.164834,0.068098
116,0,False,0.026579,1.0,0.431019
117,1,True,0.002673,0.0,0.059921
118,0,False,0.030459,1.0,0.400612
119,0,False,0.498033,1.0,0.365315
120,1,True,0.011026,0.00244,0.059928
121,0,False,0.126249,1.0,0.319459
122,0,False,0.518814,1.0,0.101493
123,1,True,0.000231,7.7e-05,0.021789
124,0,False,0.115296,1.0,0.07821
125,0,False,0.085949,1.0,0.211663
126,1,True,0.049864,0.030413,0.018248
127,0,False,0.516719,1.0,0.233059
128,0,False,0.999983,1.0,0.185834
129,1,True,0.000612,0.0,0.021789
130,0,False,0.152355,1.0,0.054299
131,0,False,0.550581,1.0,0.098203
132,1,True,0.001853,0.001883,0.021789
133,0,False,0.404987,0.993221,0.101294
134,0,False,0.365148,1.0,0.363939
135,1,True,0.004296,0.004412,0.022697
136,0,False,0.008986,1.0,0.10107
137,0,False,0.973406,1.0,0.14978
138,1,True,0.091974,0.999927,0.070961
139,0,False,0.393962,1.0,0.073539
140,0,False,0.882449,1.0,0.052822
141,1,True,0.001726,0.000482,0.02996
142,0,False,0.236498,1.0,0.093425
143,0,False,0.563903,0.968573,0.196115
144,1,True,0.041236,0.021273,0.025437
145,0,False,0.999954,1.0,0.197666
146,0,False,0.395901,1.0,0.457275
147,1,True,0.000185,0.007843,0.02996
148,0,False,0.546322,1.0,0.263421
149,0,False,0.027874,1.0,0.23503
150,1,True,0.001923,0.029005,0.02996
151,0,False,0.772488,0.999982,0.052822
152,0,False,0.152253,1.0,0.043579
153,1,True,0.007805,0.009804,0.029053
154,0,False,0.196487,1.0,0.362862
155,0,False,0.115047,1.0,0.358986
156,1,True,0.000167,7e-05,0.009987
157,0,False,0.133094,1.0,0.461145
158,0,False,0.878295,1.0,0.328662
159,1,True,0.002833,0.000906,0.009987
160,0,False,0.652453,1.0,0.209583
161,0,False,0.085925,1.0,0.316522
162,1,True,0.000546,0.000522,0.009987
163,0,False,0.39953,1.0,0.367533
164,0,False,0.39953,1.0,0.165588
165,1,True,0.000133,0.025485,0.009987
166,0,False,0.142734,0.995602,0.197019
167,0,False,0.087932,1.0,0.36208
168,1,True,0.024453,0.034802,0.009987
169,0,False,0.393962,1.0,0.073539
170,0,False,0.027719,1.0,0.365276
171,1,True,0.008251,0.004854,0.009987
172,0,False,0.325263,1.0,0.367152
173,0,False,0.116402,1.0,0.174135
174,1,True,0.110508,0.013694,0.000908
175,0,False,0.85022,1.0,0.104817
176,0,False,0.08437,1.0,0.387405
177,1,True,0.109544,0.06408,0.009079
178,0,False,0.999981,1.0,0.281593
179,0,False,0.88493,1.0,0.064963
180,1,True,0.21293,0.009422,0.003273
181,0,False,0.399293,1.0,0.159575
182,0,False,0.399293,1.0,0.397497
183,1,True,0.039719,0.282715,0.010151
184,0,False,0.895579,0.617154,0.056209
185,0,False,0.177243,1.0,0.043399
186,1,True,0.040423,0.011342,0.008171
187,0,False,0.897334,0.640999,0.068694
188,0,False,0.029967,1.0,0.231904
189,1,True,0.36443,0.429923,0.015461
190,0,False,0.011211,1.0,0.130588
191,0,False,0.115137,1.0,0.243066
192,1,True,0.186812,0.113415,0.012181
193,0,False,0.156648,1.0,0.322991
194,0,False,0.179801,1.0,0.345272
195,1,True,0.201212,0.330037,0.010932
196,0,False,0.268807,1.0,0.400746
197,0,False,0.20693,1.0,0.18289
198,1,True,0.634779,0.070847,0.025966
199,0,False,0.881591,1.0,0.39769
200,0,False,0.57897,1.0,0.490276
201,1,True,0.364601,0.215812,0.034176
202,0,False,1.0,0.985948,0.060366
203,0,False,0.024649,1.0,0.184125
204,1,True,0.238872,0.231993,0.029067
205,0,False,0.976663,1.0,0.204243
206,0,False,0.027417,1.0,0.178815
207,1,True,1.0,1.0,0.149394
208,0,False,0.261815,1.0,0.141366
209,0,False,0.867156,1.0,0.34794
210,1,True,0.077715,0.134324,0.032545
211,0,False,0.373508,1.0,0.314932
212,0,False,0.384407,1.0,0.215293
213,1,True,0.170388,0.125112,0.024395
214,0,False,0.321432,1.0,0.113664
215,0,False,0.335488,1.0,0.059041
216,1,True,0.885838,0.050031,0.035419
217,0,False,0.889918,1.0,0.106935
218,0,False,0.735105,1.0,0.348529
219,1,True,0.029677,0.306912,0.055232
220,0,False,0.431247,1.0,0.159096
221,0,False,1.0,0.975178,0.057168
222,1,True,0.255723,0.560133,0.045972
223,0,False,0.036066,1.0,0.313733
224,0,False,0.02618,1.0,0.144318
225,1,True,1.0,0.117948,0.040204
226,0,False,1.0,1.0,0.144226
227,0,False,1.0,1.0,0.28674
228,1,True,0.999976,0.066866,0.002724
229,0,False,1.0,1.0,0.351527
230,0,False,0.79835,0.968422,0.349697
231,1,True,0.022233,0.01331,0.002568
232,0,False,0.622016,1.0,0.37193
233,0,False,0.204366,1.0,0.345196
234,1,True,0.175616,0.059295,0.00982
235,0,False,0.676614,1.0,0.233711
236,0,False,0.025493,1.0,0.208864
237,1,True,0.364023,0.064924,0.005294
238,0,False,0.905687,1.0,0.355797
239,0,False,0.975178,1.0,0.376498
240,1,True,0.230636,0.18511,0.013618
241,0,False,0.107394,1.0,0.142061
242,0,False,0.925529,1.0,0.223062
243,1,True,0.41678,0.039901,0.008221
244,0,False,1.0,0.979214,0.067655
245,0,False,0.16892,1.0,0.122673
246,1,True,1.0,0.32231,0.012645
247,0,False,1.0,1.0,0.224719
248,0,False,1.0,1.0,0.145152
249,1,True,0.998052,0.011414,0.014123
250,0,False,0.999986,1.0,0.221594
251,0,False,0.999075,1.0,0.472866
252,1,True,0.095952,0.127945,0.023969
253,0,False,0.820674,0.818697,0.062881
254,0,False,0.303039,0.999057,0.023986
255,1,True,0.19729,0.099239,0.021369
256,0,False,0.326425,0.997379,0.156758
257,0,False,0.497418,1.0,0.376461
258,1,True,0.692162,0.073941,0.026391
259,0,False,0.953977,1.0,0.348119
260,0,False,0.839672,1.0,0.340904
261,1,True,0.257519,0.023862,0.064658
262,0,False,0.344599,1.0,0.204348
263,0,False,0.238639,0.415983,0.095259
264,1,True,0.34341,0.1502,0.046869
265,0,False,0.420936,1.0,0.138062
266,0,False,0.471021,1.0,0.303188
267,1,True,1.0,0.1704,0.047018
268,0,False,1.0,1.0,0.226662
269,0,False,1.0,1.0,0.206716
270,1,True,0.984546,0.989269,0.005294
271,0,False,0.959947,1.0,0.257299
272,0,False,0.95037,1.0,0.506997
273,1,True,0.192729,0.185786,0.026469
274,0,False,0.198017,1.0,0.294943
275,0,False,0.198017,1.0,0.311141
276,1,True,0.583024,0.143182,0.023342
277,0,False,0.034942,1.0,0.249711
278,0,False,0.645451,0.829292,0.159016
279,1,True,0.41192,0.13784,0.022478
280,0,False,0.653332,1.0,0.333442
281,0,False,0.653332,1.0,0.355655
282,1,True,0.999978,0.516241,0.053203
283,0,False,0.120089,1.0,0.240591
284,0,False,0.767926,1.0,0.258588
285,1,True,1.0,0.806772,0.030015
286,0,False,0.122131,1.0,0.224078
287,0,False,0.999974,0.837913,0.169717
288,1,True,1.0,0.470892,0.025998
289,0,False,1.0,1.0,0.229725
290,0,False,1.0,1.0,0.197146
291,1,True,0.021825,0.00413,0.007757
292,0,False,0.738931,0.705411,0.047947
293,0,False,0.121067,1.0,0.319219
294,1,True,0.227701,0.096379,0.01284
295,0,False,0.570219,1.0,0.241733
296,0,False,0.253367,1.0,0.251774
297,1,True,0.078188,0.027122,0.010352
298,0,False,0.545118,1.0,0.339125
299,0,False,0.545118,1.0,0.347528
300,1,True,1.0,0.06976,0.00732
301,0,False,0.999029,1.0,0.336568
302,0,False,0.999907,1.0,0.088182
303,1,True,1.0,0.151291,0.015882
304,0,False,0.999999,1.0,0.194696
305,0,False,1.0,1.0,0.274593
306,1,True,0.964258,0.038528,0.00732
307,0,False,1.0,0.790775,0.083115
308,0,False,1.0,1.0,0.009651
309,1,True,6.3e-05,3.9e-05,0.0
310,0,False,1.0,1.0,0.080439
311,0,False,0.118653,1.0,0.31883
312,1,True,0.000148,2.9e-05,0.0
313,0,False,0.491826,1.0,0.243289
314,0,False,0.491826,1.0,0.182782
315,1,True,0.138349,0.000473,0.0
316,0,False,1.0,1.0,0.272393
317,0,False,1.0,1.0,0.251619
318,1,True,1.0,0.011483,0.0
319,0,False,1.0,1.0,0.093049
320,0,False,1.0,1.0,0.244229
321,1,True,0.079707,0.03838,0.001816
322,0,False,0.321899,1.0,0.324595
323,0,False,0.686011,1.0,0.326722
324,1,True,0.179804,0.038372,0.008221
325,0,False,0.104145,1.0,0.233128
326,0,False,0.53091,1.0,0.28005
327,1,True,0.163901,0.038872,0.000908
328,0,False,0.556103,1.0,0.297104
329,0,False,0.556103,1.0,0.362253
330,1,True,1.0,0.039714,0.008942
331,0,False,1.0,1.0,0.093142
332,0,False,1.0,1.0,0.491921
333,1,True,1.0,0.034954,0.011045
334,0,False,1.0,1.0,0.232542
335,0,False,1.0,1.0,0.235711
336,1,True,0.846423,0.037951,0.00732
337,0,False,0.999999,1.0,0.072569
338,0,False,1.0,1.0,0.078741
339,1,True,0.520615,0.383305,0.025679
340,0,False,0.086099,1.0,0.347181
341,0,False,0.146666,1.0,0.328805
342,1,True,0.737147,0.622815,0.008942
343,0,False,0.407241,1.0,0.062162
344,0,False,1.0,1.0,0.187905
345,1,True,1.0,0.968907,0.11939
346,0,False,1.0,0.529955,0.128873
347,0,False,1.0,1.0,0.188898
348,1,True,1.0,0.999074,0.069961
349,0,False,1.0,1.0,0.29102
350,0,False,1.0,1.0,0.281776
351,1,True,1.0,0.37332,0.068904
352,0,False,1.0,1.0,0.063403
353,0,False,1.0,1.0,0.246948
354,1,True,0.310309,1.0,0.020703
355,0,False,0.296517,1.0,0.263346
356,0,False,0.296517,1.0,0.339562
357,1,True,0.057026,0.021638,0.00406
358,0,False,1.0,1.0,0.19446
359,0,False,0.292843,1.0,0.390214
360,1,True,0.293055,0.246561,0.005447
361,0,False,0.252421,1.0,0.35446
362,0,False,0.029806,1.0,0.34634
363,1,True,0.065798,0.186742,0.005447
364,0,False,0.017045,1.0,0.217335
365,0,False,0.626416,1.0,0.236279
366,1,True,1.0,0.397196,0.00406
367,0,False,1.0,1.0,0.12664
368,0,False,1.0,1.0,0.196596
369,1,True,0.89196,0.902635,0.00406
370,0,False,0.74654,1.0,0.567025
371,0,False,0.676892,1.0,0.557976
372,1,True,0.324575,0.999999,0.019259
373,0,False,0.232333,1.0,0.286736
374,0,False,0.188947,1.0,0.126871
375,1,True,0.058092,0.00988,0.001816
376,0,False,0.743765,1.0,0.367045
377,0,False,1.0,1.0,0.188199
378,1,True,0.049361,0.022853,0.003743
379,0,False,0.441267,1.0,0.237835
380,0,False,0.643967,1.0,0.376447
381,1,True,0.048639,0.001789,0.004629
382,0,False,0.006357,1.0,0.288455
383,0,False,0.322187,1.0,0.163806
384,1,True,1.0,0.033508,0.002724
385,0,False,1.0,1.0,0.291507
386,0,False,1.0,1.0,0.176365
387,1,True,0.028244,0.016852,0.007263
388,0,False,0.156642,1.0,0.275953
389,0,False,0.165845,0.977495,0.432824
390,1,True,0.559301,0.428903,0.057226
391,0,False,0.186504,1.0,0.29545
392,0,False,0.305397,1.0,0.30551
393,1,True,0.365727,0.734887,0.060093
394,0,False,0.296942,1.0,0.315951
395,0,False,0.890067,1.0,0.075552
396,1,True,0.986115,0.442671,0.175561
397,0,False,0.151223,1.0,0.22879
398,0,False,0.03271,1.0,0.377343
399,1,True,0.930758,0.222113,0.16889
400,0,False,0.019297,1.0,0.290846
401,0,False,0.460177,1.0,0.170473
402,1,True,1.0,0.999997,0.14989
403,0,False,1.0,1.0,0.185174
404,0,False,1.0,1.0,0.349832
405,1,True,0.06421,0.045052,0.00642
406,0,False,0.999992,1.0,0.029307
407,0,False,0.989595,1.0,0.062671
408,1,True,0.092702,0.094212,0.002568
409,0,False,0.44111,1.0,0.440457
410,0,False,0.216996,1.0,0.120185
411,1,True,0.049673,0.370968,0.007757
412,0,False,0.986159,1.0,0.123753
413,0,False,0.990356,1.0,0.069523
414,1,True,0.226096,0.699453,0.007091
415,0,False,0.748158,1.0,0.35307
416,0,False,0.769005,0.667942,0.089918
417,1,True,0.984051,0.766288,0.003852
418,0,False,0.999472,1.0,0.04045
419,0,False,0.999422,1.0,0.02357
420,1,True,0.000488,0.000525,0.0
421,0,False,0.315584,1.0,0.07821
422,0,False,0.602251,1.0,0.447665
423,1,True,0.001135,0.001542,0.006355
424,0,False,0.280716,1.0,0.451289
425,0,False,0.382815,1.0,0.497957
426,1,True,0.060931,0.001214,0.007091
427,0,False,0.97999,1.0,0.333092
428,0,False,0.923676,1.0,0.274721
429,1,True,0.141768,0.00591,0.008565
430,0,False,0.923172,1.0,0.292066
431,0,False,0.802312,1.0,0.436858
432,1,True,0.221258,0.008006,0.004539
433,0,False,0.999425,1.0,0.303427
434,0,False,0.999986,1.0,0.042825
435,1,True,0.000274,7.7e-05,0.0
436,0,False,0.355686,1.0,0.061656
437,0,False,0.001491,1.0,0.468489
438,1,True,0.000199,0.000212,0.0
439,0,False,0.375394,0.964537,0.062275
440,0,False,0.332198,1.0,0.510981
441,1,True,0.016389,0.003636,0.0
442,0,False,0.921625,1.0,0.308059
443,0,False,0.921625,1.0,0.466204
444,1,True,0.029051,0.004728,0.0
445,0,False,0.132122,1.0,0.29759
446,0,False,0.790454,1.0,0.279586
447,1,True,0.046601,0.001591,0.0
448,0,False,0.999249,1.0,0.177327
449,0,False,0.999979,1.0,0.043446
450,1,True,0.288586,1.0,0.004629
451,0,False,0.822351,1.0,0.395062
452,0,False,0.094235,1.0,0.010588
453,1,True,0.19506,1.0,0.088079
454,0,False,0.165559,1.0,0.138982
455,0,False,0.407127,1.0,0.058873
456,1,True,0.000492,0.893758,0.016367
457,0,False,1.0,1.0,0.013405
458,0,False,0.999712,1.0,0.062881
459,1,True,0.003272,0.895134,0.054843
460,0,False,1.0,1.0,0.143473
461,0,False,0.144958,1.0,0.052642
462,1,True,0.356869,0.873798,0.079915
463,0,False,0.938412,0.761594,0.160871
464,0,False,0.593296,0.445221,0.227796
465,1,True,1.0,1.0,0.067484
466,0,False,0.93647,1.0,0.01562
467,0,False,0.999161,1.0,0.064518
468,1,True,0.070975,0.910532,0.019912
469,0,False,1.0,1.0,0.042825
470,0,False,0.554368,0.774055,0.184463
471,1,True,0.00145,0.040515,0.001284
472,0,False,1.0,1.0,0.155111
473,0,False,0.992828,1.0,0.179905
474,1,True,0.001343,0.041202,0.000908
475,0,False,0.909419,1.0,0.345526
476,0,False,0.145914,1.0,0.1028
477,1,True,0.260548,0.023507,0.00203
478,0,False,1.0,0.490312,0.403219
479,0,False,1.0,0.129034,0.225483
480,1,True,0.898001,0.022329,0.000908
481,0,False,1.0,1.0,0.148531
482,0,False,1.0,1.0,0.023831
483,1,True,0.001442,0.041996,0.002871
484,0,False,0.37679,1.0,0.105507
485,0,False,0.295372,0.939772,0.093794
486,1,True,0.000874,0.00062,0.000908
487,0,False,0.449496,1.0,0.027968
488,0,False,0.798352,1.0,0.158538
489,1,True,0.001243,0.001111,0.001816
490,0,False,0.974906,1.0,0.203191
491,0,False,0.38533,1.0,0.138777
492,1,True,0.128876,0.037381,0.000908
493,0,False,0.937419,0.97603,0.206547
494,0,False,1.0,0.122619,0.223461
495,1,True,0.508433,0.001491,0.000908
496,0,False,1.0,1.0,0.008942
497,0,False,0.999979,0.865141,0.150253
498,1,True,0.000491,6.6e-05,0.000908
499,0,False,0.943369,1.0,0.034115
500,0,False,0.375927,1.0,0.101526
501,1,True,0.000142,0.002132,0.016342
502,0,False,0.993508,1.0,0.163849
503,0,False,1.0,1.0,0.022423
504,1,True,0.001653,0.00272,0.017464
505,0,False,0.963177,1.0,0.358924
506,0,False,0.189069,1.0,0.091917
507,1,True,0.080016,0.013007,0.019599
508,0,False,0.972916,0.999985,0.367072
509,0,False,0.996721,1.0,0.209383
510,1,True,0.340835,0.022873,0.016342
511,0,False,1.0,1.0,0.014355
512,0,False,1.0,1.0,0.10632
513,1,True,0.000852,0.00187,0.015541
514,0,False,0.376242,1.0,0.102403
515,0,False,0.995762,1.0,0.047393
516,1,True,0.469895,1.0,0.038272
517,0,False,0.783093,1.0,0.117132
518,0,False,1.0,1.0,0.259539
519,1,True,0.001147,0.012644,0.079734
520,0,False,0.255853,1.0,0.17716
521,0,False,0.985543,1.0,0.364195
522,1,True,0.189423,0.0,0.0844
523,0,False,1.0,0.465267,0.376951
524,0,False,1.0,0.102369,0.296124
525,1,True,0.065082,0.005084,0.070821
526,0,False,1.0,0.45972,0.150003
527,0,False,1.0,1.0,0.145682
528,1,True,0.002844,0.013077,0.066673
529,0,False,0.6426,1.0,0.06882
530,0,False,1.0,1.0,0.168804
531,1,True,0.002868,0.012549,0.085022
532,0,False,0.918817,1.0,0.317892
533,0,False,0.076859,0.057545,0.241992
534,1,True,0.255811,0.003221,0.091522
535,0,False,0.996949,1.0,0.146736
536,0,False,1.0,0.517584,0.313876
537,1,True,0.680033,0.001013,0.07536
538,0,False,1.0,1.0,0.074867
539,0,False,1.0,1.0,0.125834
540,1,True,0.477211,0.174892,0.054745
541,0,False,0.798891,1.0,0.120216
542,0,False,1.0,1.0,0.078715
543,1,True,0.623168,0.0717,0.008221
544,0,False,0.993714,1.0,0.127739
545,0,False,0.974342,1.0,0.144366
546,1,True,0.009692,0.003514,0.007263
547,0,False,1.0,1.0,0.155917
548,0,False,0.690022,1.0,0.09926
549,1,True,0.757831,0.060699,0.005522
550,0,False,0.98779,1.0,0.288089
551,0,False,0.880972,0.881304,0.114138
552,1,True,0.004434,0.001143,0.006355
553,0,False,0.602255,0.657904,0.471628
554,0,False,0.335442,1.0,0.14418
555,1,True,0.995894,1.0,0.037664
556,0,False,1.0,0.021273,0.11957
557,0,False,0.969045,1.0,0.324352
558,1,True,0.001645,0.000857,0.0
559,0,False,1.0,1.0,0.062056
560,0,False,0.24443,1.0,0.074053
561,1,True,0.215359,0.711497,0.02158
562,0,False,1.0,1.0,0.082423
563,0,False,0.1905,1.0,0.261337
564,1,True,0.104755,0.043078,0.001284
565,0,False,0.245037,1.0,0.082693
566,0,False,0.295064,1.0,0.082703
567,1,True,0.344915,0.840216,0.017058
568,0,False,0.688355,1.0,0.129854
569,0,False,0.273428,1.0,0.053596
570,1,True,0.375129,0.795325,0.015028
571,0,False,0.422009,1.0,0.073986
572,0,False,0.839666,1.0,0.164509
573,1,True,0.173737,0.74915,0.014355
574,0,False,0.451368,1.0,0.32264
575,0,False,0.648221,1.0,0.077208
576,1,True,0.265909,0.597052,0.010588
577,0,False,0.49731,1.0,0.399317
578,0,False,1.0,1.0,0.169487
579,1,True,0.264661,0.599302,0.010588
580,0,False,0.453699,1.0,0.167813
581,0,False,0.672116,1.0,0.07359
582,1,True,0.257008,0.053009,0.001816
583,0,False,0.408349,0.148852,0.072835
584,0,False,0.500457,1.0,0.109177
585,1,True,0.367812,0.794547,0.015028
586,0,False,0.278605,0.999782,0.207478
587,0,False,1.0,1.0,0.181835
588,1,True,0.367879,0.794787,0.015028
589,0,False,0.953855,1.0,0.09753
590,0,False,0.909449,1.0,0.149593
591,1,True,0.477767,0.654256,0.011627
592,0,False,0.320247,0.999482,0.150154
593,0,False,1.0,1.0,0.121874
594,1,True,0.260999,0.596278,0.010588
595,0,False,0.93959,1.0,0.213933
596,0,False,0.616359,1.0,0.170476
597,1,True,0.259054,0.604593,0.011376
598,0,False,1.0,1.0,0.181326
599,0,False,1.0,0.996044,0.130364
600,1,True,0.131577,0.159895,0.003743
601,0,False,0.61958,1.0,0.178211
602,0,False,0.519476,1.0,0.388718
603,1,True,0.372333,0.796432,0.015028
604,0,False,0.999985,1.0,0.202132
605,0,False,0.295578,1.0,0.093847
606,1,True,0.374042,0.796888,0.015028
607,0,False,1.0,0.999968,0.143576
608,0,False,0.36086,1.0,0.14903
609,1,True,0.179699,0.754782,0.014355
610,0,False,0.449,1.0,0.32264
611,0,False,0.50917,1.0,0.12332
612,1,True,0.257655,0.607185,0.010588
613,0,False,0.362906,1.0,0.082183
614,0,False,1.0,0.999984,0.143128
615,1,True,0.257655,0.607185,0.010588
616,0,False,0.974914,0.397447,0.237281
617,0,False,0.366906,1.0,0.103746
618,1,True,0.267366,0.607373,0.010588
619,0,False,0.311196,0.999878,0.207168
620,0,False,0.478321,0.991837,0.171786
621,1,True,0.131806,0.162515,0.004629
622,0,False,0.523958,1.0,0.10398
623,0,False,0.849378,1.0,0.193926
624,1,True,0.001252,0.001791,0.0
625,0,False,0.290691,0.144358,0.048807
626,0,False,0.002654,1.0,0.02681
627,1,True,0.006747,0.002689,0.007263
628,0,False,0.76808,1.0,0.2518
629,0,False,0.758996,0.997883,0.061072
630,1,True,0.002046,0.005677,0.023605
631,0,False,0.821415,0.999382,0.107596
632,0,False,0.899413,0.999363,0.492198
633,1,True,0.00115,0.003565,0.002724
634,0,False,0.770735,1.0,0.221229
635,0,False,0.306964,1.0,0.197422
636,1,True,0.034948,0.997913,0.104127
637,0,False,0.202154,0.139856,0.450029
638,0,False,0.762719,0.97638,0.355323
639,1,True,0.126526,0.9969,0.245777
640,0,False,0.999974,1.0,0.268535
641,0,False,0.788583,0.705341,0.186366
642,1,True,0.000802,0.997264,0.120206
643,0,False,0.952131,0.996543,0.592754
644,0,False,0.031869,1.0,0.657005
645,1,True,0.001405,0.99775,0.256639
646,0,False,0.209142,0.793748,0.355063
647,0,False,0.999893,0.999999,0.36412
648,1,True,0.157377,0.838411,0.034031
649,0,False,0.320325,0.999702,0.031763
650,0,False,0.525859,1.0,0.275703
651,1,True,0.121636,0.831783,0.082837
652,0,False,0.797909,1.0,0.326756
653,0,False,0.732441,0.9877,0.193321
654,1,True,0.03108,0.864876,0.034571
655,0,False,0.031068,1.0,0.454817
656,0,False,0.801978,1.0,0.266728
657,1,True,0.030779,0.866924,0.083689
658,0,False,0.030482,1.0,0.310605
659,0,False,0.858048,1.0,0.098258
660,1,True,0.072197,0.733458,0.29112
661,0,False,0.331847,0.673352,0.684572
662,0,False,1.0,0.92067,0.363865
663,1,True,0.158279,0.157168,0.007757
664,0,False,0.874554,1.0,0.440917
665,0,False,0.835716,1.0,0.314885
666,1,True,0.107757,0.241235,0.016367
667,0,False,1.0,0.999919,0.159236
668,0,False,0.310755,0.907868,0.298134
669,1,True,0.010239,0.195113,0.00732
670,0,False,0.028768,1.0,0.43626
671,0,False,0.251614,1.0,0.352921
672,1,True,0.00019,0.139318,0.015461
673,0,False,0.121023,1.0,0.354987
674,0,False,0.87227,1.0,0.064562
675,1,True,0.040039,0.184202,0.032797
676,0,False,0.181701,0.999999,0.592686
677,0,False,0.281331,1.0,0.337346
678,1,True,1.0,0.087895,0.037433
679,0,False,1.0,0.999936,0.029236
680,0,False,1.0,0.999936,0.071222
681,1,True,0.216216,0.159569,0.048604
682,0,False,0.981317,1.0,0.435456
683,0,False,0.259586,1.0,0.201298
684,1,True,0.076318,0.42486,0.050623
